Match_No,Season,Team_1,Team_2,Winner,Win_Type,Win_Margin,Result_Type,Date,Venue
45,18,mi,lsg,mi,runs,54.0,normal,2025-04-27,"Wankhede Stadium, Mumbai"
46,18,dc,rcb,rcb,wickets,6.0,normal,2025-04-27,"Arun Jaitley Stadium, Delhi"
47,18,gt,rr,rr,wickets,8.0,normal,2025-04-28,"Sawai Mansingh Stadium, Jaipur"
48,18,kkr,dc,kkr,runs,14.0,normal,2025-04-29,"Arun Jaitley Stadium, Delhi"
49,18,csk,pk,pk,wickets,4.0,normal,2025-04-30,"MA Chidambaram Stadium, Chepauk, Chennai"
50,18,mi,rr,mi,runs,100.0,normal,2025-05-01,"Sawai Mansingh Stadium, Jaipur"
51,18,gt,srh,gt,runs,38.0,normal,2025-05-02,"Narendra Modi Stadium, Ahmedabad"
52,18,rcb,csk,rcb,runs,2.0,normal,2025-05-03,"M Chinnaswamy Stadium, Bengaluru"
53,18,kkr,rr,kkr,runs,1.0,normal,2025-05-04,"Eden Gardens, Kolkata"
54,18,pk,lsg,pk,runs,37.0,normal,2025-05-04,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
55,18,dc,srh,,,,no result,2025-05-05,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
56,18,mi,gt,gt,wickets,3.0,normal,2025-05-06,"Wankhede Stadium, Mumbai"
57,18,kkr,csk,csk,wickets,2.0,normal,2025-05-07,"Eden Gardens, Kolkata"
58,18,pk,dc,,,,no result,2025-05-08,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
59,18,pk,rr,pk,runs,10.0,normal,2025-05-18,"Sawai Mansingh Stadium, Jaipur"
60,18,dc,gt,gt,wickets,10.0,normal,2025-05-18,"Arun Jaitley Stadium, Delhi"
61,18,lsg,srh,srh,wickets,6.0,normal,2025-05-19,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
62,18,csk,rr,rr,wickets,6.0,normal,2025-05-20,"Arun Jaitley Stadium, Delhi"
63,18,mi,dc,mi,runs,59.0,normal,2025-05-21,"Wankhede Stadium, Mumbai"
64,18,lsg,gt,lsg,runs,33.0,normal,2025-05-22,"Narendra Modi Stadium, Ahmedabad"
65,18,srh,rcb,srh,runs,42.0,normal,2025-05-23,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
66,18,pk,dc,dc,wickets,6.0,normal,2025-05-24,"Sawai Mansingh Stadium, Jaipur"
67,18,csk,gt,csk,runs,83.0,normal,2025-05-25,"Narendra Modi Stadium, Ahmedabad"
68,18,srh,kkr,srh,runs,110.0,normal,2025-05-25,"Arun Jaitley Stadium, Delhi"
69,18,mi,pk,pk,wickets,7.0,normal,2025-05-26,"Sawai Mansingh Stadium, Jaipur"
70,18,lsg,rcb,rcb,wickets,6.0,normal,2025-05-27,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
Qualifier 1,18,pk,rcb,rcb,wickets,8.0,normal,2025-05-29,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur"
Eliminator,18,mi,gt,mi,runs,20.0,normal,2025-05-30,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh"
Qualifier 2,18,mi,pk,pk,wickets,5.0,normal,2025-06-01,"Narendra Modi Stadium, Ahmedabad"
Final,18,rcb,pk,rcb,runs,6.0,normal,2025-06-03,"Narendra Modi Stadium, Ahmedabad"
